sentence,episode,emotion,emotion_score
"klahadore, please! if you want\nmy fortune, you can have it all!",14,anger,0.7299849987030029
just please leave\nthis village! right now!,14,anger,0.8991068005561829
i will gladly accept it... but...,14,sadness,0.45227205753326416
"...there's one other\nthing i want, you see...",14,neutral,0.9595019817352295
what i want...,14,neutral,0.9684325456619263
...is peace of mind.,14,neutral,0.9096370339393616
peace?,14,neutral,0.9735419750213623
yes. i want simple peace.,14,neutral,0.5872109532356262
i find the villagers' trust that i've\nfostered these past three years,14,neutral,0.5688523054122925
to be nice and comfortable now.,14,neutral,0.8442518711090088
so i want to have that\npeace of mind forever...,14,neutral,0.5773465633392334
and i...,14,neutral,0.9163411259651184
and i will have that peace!\nand your fortune...,14,joy,0.7987125515937805
"in short, pirates will\ncome to the village!",14,joy,0.6550106406211853
and...,14,neutral,0.9857435822486877
...you will leave your will and die!,14,anger,0.9879276156425476
these two things are absolute.,14,neutral,0.9287612438201904
n-no...,14,neutral,0.9240016341209412
y-you're not...,14,neutral,0.8081512451171875
"run! run away, kaya!",14,joy,0.5935469269752502
there's no use talking to him! run away!,14,anger,0.9652630686759949
y-you're not klahadore.\nyou're not klahadore...,14,neutral,0.8359748721122742
kaya...,14,neutral,0.9849393367767334
leave this village!,14,anger,0.9706947207450867
oh... you'd point a gun at me...,14,fear,0.6027324199676514
leave this minute!,14,anger,0.9548124670982361
i see. you've certainly grown\na lot these past three years...,14,neutral,0.8682432770729065
...miss kaya.,14,neutral,0.6436620950698853
do you remember? so much\nhas happened in three years...,14,sadness,0.8015293478965759
"we spent so much time together,",14,joy,0.9307267665863037
even before your parents passed\naway and you became bedridden...,14,sadness,0.4844903349876404
so much time...,14,sadness,0.8686644434928894
so many memories...\ntogether we suffered...,14,sadness,0.9668379426002502
together we rejoiced...,14,joy,0.9875767230987549
k-klahadore...,14,neutral,0.9891052842140198
"i would visit the city with you,",14,neutral,0.5081735849380493
"and whenever you had a fever,\ni constantly looked after you...",14,neutral,0.9197497367858887
you listened to my stories so happily...,14,joy,0.9825724363327026
i devoted myself to you...,14,neutral,0.5169428586959839
for so long...,14,neutral,0.7987159490585327
"yes, for so long, i endured it...",14,neutral,0.4968182444572449
"yes, it was all so that\ni could kill you today...",14,neutral,0.6656695008277893
"i, a man once known as captain kuro,",14,neutral,0.951566219329834
had to smile humbly\nfor some snot-nosed girl...,14,joy,0.7253316640853882
i went against my nature\nand sucked up to you...,14,joy,0.4449997842311859
damn you...,14,neutral,0.41499263048171997
do you understand these daily insults?!,14,surprise,0.7338282465934753
do you understand this man\nonce known as captain kuro?!,14,surprise,0.8861741423606873
kuro!,14,joy,0.5145367980003357
come to think of it...,14,neutral,0.9897865056991577
...i still owe you for hitting me...,14,neutral,0.3352292776107788
usopp-san!,14,joy,0.7541014552116394
"you hit me with all\nyour might, as i recall...",14,anger,0.9020843505859375
"if you hate getting hit that much,\ni got a hundred more punches for you!",14,anger,0.8534238934516907
"when i was little, i had\na vision of a treasure map",14,neutral,0.5508575439453125
and i always searched\nfor that miraculous place,14,joy,0.6174859404563904
before someone else could\nbeat me to it,14,anger,0.7448309063911438
if the world is going to change,14,fear,0.34924790263175964
before i can even attain my dream,14,neutral,0.312864750623703
then take me to the time\nwhen i knew nothing,14,neutral,0.7025604844093323
so that my memories won't fade,14,neutral,0.8490092754364014
usopp! you go save miss kaya!\nleave the bad butler to me!,14,joy,0.7344878315925598
"--what a helplessly evil guy!\n--i don't plan to help him, though!",14,anger,0.7523204684257507
i'm goin' after that hypno-freak!,14,neutral,0.47071951627731323
kuro! you're not cut out to be a pirate!,14,anger,0.4626825153827667
my ambition is much greater than yours!,14,anger,0.7299292087554932
--what was that?!\n--what did he do?!,15,surprise,0.9455620646476746
it looked like his arm stretched!,15,surprise,0.9783011078834534
--get real!\n--he sent captain kuro flying!,15,joy,0.45555657148361206
i leave the rest to you!,15,anger,0.9417423009872437
i'm gonna get me some treasure!,15,joy,0.9667705297470093
--the usopp pirates have arrived!\n--the usopp pirates have arrived!,15,joy,0.9231359958648682
--you guys!\n--stay away!,15,anger,0.8282070159912109
"say your prayers, butt-ler!",15,joy,0.5179632306098938
it's punishment time!,15,anger,0.94552081823349
lousy pirate!\ndisrupting this village's peace!,15,anger,0.9726040959358215
s-stop!,15,anger,0.48487523198127747
--darn you!\n--take this!,15,anger,0.9045591354370117
you brats! what are you doing?!,15,anger,0.49273681640625
what're those runts doing?!,15,surprise,0.9740118384361267
"stop that, you guys... stop!",15,anger,0.9705246090888977
alright! we'll let you off with just that!,15,neutral,0.5065123438835144
now captain kuro is really mad!,15,anger,0.9342960715293884
those stupid brats!,15,anger,0.8481130599975586
captain!,15,surprise,0.6732364892959595
"i knew it! you were fighting, captain!",15,joy,0.7033047676086426
why didn't you tell us?! that's unbare!,15,anger,0.555989682674408
"no! you mean ""unfair""!",15,anger,0.7395056486129761
who cares about that?! you guys\njust gotta get out of here! run!,15,anger,0.918556809425354
"--no!\n--we're gonna fight, too!",15,joy,0.4517627954483032
the usopp pirates will\nbe shamed if we run!,15,anger,0.5297545790672302
"you idiots! get out of here, now!",15,anger,0.980622410774231
captain!,15,surprise,0.6732364892959595
that hurt a bit...,15,sadness,0.8851314783096313
that's quite a strange\ntechnique you have there...,15,surprise,0.6904103755950928
i take it you have devil fruit powers?!,15,anger,0.48923441767692566
yep! i ate the gum-gum fruit!,15,joy,0.8125965595245361
i'm a rubber person!,15,joy,0.8633373379707336
--what?! a devil fruit?!\n--he's dangerous!,15,fear,0.686190128326416
--they really do exist?!\n--i thought he seemed strange!,15,surprise,0.978519856929779
i see. a rubber person. so i didn't\nhallucinate his arm-stretching...,15,neutral,0.9561782479286194
--jango!\n--yeah?,15,neutral,0.6802725195884705
i'll handle the boy.\nyou take care of miss kaya.,15,neutral,0.9014940857887268
"as we planned, have her write a will...",15,neutral,0.9477626085281372
...then kill her!,15,anger,0.9055918455123901
and those three little ants...\nthey're an eyesore!,15,joy,0.6513304710388184
i'm on it.,15,neutral,0.9246939420700073
stop. i can't let you pass.,15,fear,0.40865182876586914
butchie!,15,joy,0.614328920841217
cat...,15,neutral,0.9881948232650757
...astrophe!,15,fear,0.333540678024292
not again!,15,anger,0.9108411073684692
he's on a completely\ndifferent level than before!,15,joy,0.40766218304634094
crap!,15,anger,0.95606529712677
kaya!,15,surprise,0.382350355386734
dammit...,15,disgust,0.549454391002655
i'm out of strength...,15,sadness,0.8857752680778503
dammit... dammit! dammit...,15,disgust,0.6551060676574707
d-damn...,15,neutral,0.9510237574577332
usopp pirates!,15,joy,0.7377154231071472
"--y-yes, sir?!\n--y-yes, sir?!",15,anger,0.4164833724498749
listen to me!,15,joy,0.8474652171134949
we're not going to run!,15,anger,0.7995098829269409
not after they did this to you!,15,anger,0.8194291591644287
we're going to avenge you!,15,anger,0.9823073148727417
protect kaya!,15,neutral,0.3893606662750244
listen closely!,15,neutral,0.7445299029350281
i'm giving...,15,neutral,0.9568598866462708
i'm giving you the most\nimportant task there is now!,15,joy,0.9616861939430237
take kaya and get away from here!,15,anger,0.7110034227371216
don't tell me you can't!,15,anger,0.7415566444396973
that was the reason we\nformed our pirate group:,15,neutral,0.9556528329849243
to become men who protect\nwhat's important to us!,15,joy,0.9158753156661987
usopp-san...,15,neutral,0.9882380366325378
that's... a direct order...,15,neutral,0.9839896559715271
"--yes, captain!\n--yes, captain!",15,joy,0.9391257166862488
"hurry, kaya-san!",15,neutral,0.752775251865387
--this way! this way!\n--this way!,15,joy,0.9067463874816895
he sure knows how to talk all big.,15,neutral,0.9419069290161133
he basically just told 'em to run away...,15,neutral,0.8891843557357788
the woods are like our backyard!,15,joy,0.967835545539856
o-okay...,15,neutral,0.9375812411308289
--jango!\n--i wound up gawking!,15,joy,0.9633280634880066
the fools! they can't\npossibly escape me--,15,anger,0.9112690687179565
--howdya like that?!\n--damn you!,15,anger,0.6862097382545471
"go after them, you fool!",15,anger,0.9080102443695068
"y-yeah, okay!",15,neutral,0.30684715509414673
how pointless.,15,disgust,0.6833219528198242
i know very well just\nhow weak kaya is...,15,sadness,0.5045838952064514
"she'll never escape jango.\nif you want to help her,",15,neutral,0.7009664177894592
go right ahead.,15,neutral,0.9881497621536255
"if you can get past this hill alive, that is.",15,neutral,0.9788404703140259
butchie!,15,joy,0.614328920841217
you already lost to me once!\ni told you not to get in my way!,15,anger,0.9354444146156311
move!,15,joy,0.3007820248603821
w-what's that sound?!,15,surprise,0.9798834919929504
who knows? ol' jango is\nprobably tearing the place up.,15,neutral,0.8181400895118713
why not go and see for yourself?,15,neutral,0.5771660804748535
though it may already be too late...,15,neutral,0.9118800759315491
damn you...,15,neutral,0.41499263048171997
don't you even have a shred of pity?!\nyou lived with her for 3 years!,15,anger,0.8826990723609924
"no. i already told you,",15,neutral,0.987798810005188
kaya is nothing more\nthan a pawn in my plan.,15,anger,0.6909978985786438
"once she's dead, then i'll\nexpress some gratitude.",15,neutral,0.7718865275382996
damn you...,15,neutral,0.41499263048171997
what a helplessly evil guy!,15,anger,0.44278499484062195
"i don't plan to help him, though!",15,anger,0.8691288232803345
usopp!,15,joy,0.7440322637557983
go to them!,15,joy,0.7724571824073792
we'll take over here!,15,joy,0.9157478213310242
leave it to us!,15,anger,0.6729832291603088
oh? you can still move?\nhow impressive.,15,surprise,0.9651615619659424
shut up...,15,anger,0.976029098033905
i refuse to let you... have your way!,15,anger,0.9924556016921997
you went and betrayed the villagers'--\nand kaya's-- feelings...,15,anger,0.7150208353996277
i refuse to let you\nhave your way anymore!,15,anger,0.9945321083068848
usopp!,15,joy,0.7440322637557983
d-dammit...,15,disgust,0.5787784457206726
i... can't... move...,15,sadness,0.7347052097320557
you really are a riot!,15,anger,0.9655703902244568
"i betrayed them, you say?!",15,anger,0.8787240982055664
cut the crap! this was\nall part of the plan!,15,anger,0.9849977493286133
a kiddie pirate captain like you\nhas no place to talk all-knowingly!,15,anger,0.7718285918235779
just stay on the ground there.,15,neutral,0.9771331548690796
"though, even if you did\ncatch up with jango,",15,neutral,0.9536193609237671
you'd be no match for him anyway.,15,neutral,0.6459932327270508
this way is probably safest for you!,15,neutral,0.7102914452552795
even if i am no match...,15,anger,0.574363112449646
even if i am no match for him...\ni will protect them!,15,joy,0.764203667640686
i'm captain of the usopp pirates...,15,neutral,0.9794712662696838
...and a brave warrior of the sea!,15,joy,0.947547972202301
i won't let you lay a\nfinger on the village!,15,anger,0.9901753067970276
--what's with him?\n--he's yellin' somethin'!,15,anger,0.5482937097549438
"check it out, he's cryin'!",15,joy,0.80756676197052
what's so funny?!,15,surprise,0.5617519021034241
luffy!,15,joy,0.8418575525283813
me and usopp are gonna chase\nthat hypno-freak! that a problem?!,15,anger,0.7663062214851379
nope! hurry!,15,neutral,0.8226669430732727
t-thanks...,15,neutral,0.9440617561340332
"i'd actually be much faster by myself,\nbut they're inside some woods.",15,neutral,0.9575093388557434
i'm gonna need your\ndirections to catch up to him.,15,neutral,0.9245384335517883
"hold it, you two. who gave you\npermission to pass this hill?",15,neutral,0.6889685392379761
i did!,15,joy,0.8308203816413879
go! zoro! usopp!,15,joy,0.9375203847885132
and another!,15,joy,0.6115502715110779
gum-gum spear!,15,anger,0.4543278217315674
darn! he disappeared again!,15,surprise,0.9589720368385315
"oh, well! they're past the hill, at least!",15,surprise,0.43382659554481506
"before fighting, i have\none thing to ask you.",15,neutral,0.9456681609153748
why is an outsider like you butting\ninto this village's business?!,15,surprise,0.846030056476593
because there's a man in this\nvillage i don't wanna let die!,15,anger,0.9449875354766846
how simple. are you okay\nwith that being why you die?!,15,anger,0.6113012433052063
"yep! i'm not gonna die, though!",15,anger,0.5590166449546814
i'll make sure you do!,15,joy,0.5413256287574768
gum-gum whip!,15,anger,0.5142394304275513
...and pistol!,15,joy,0.4778425991535187
you're making me yawn!,15,joy,0.633327305316925
"why, you...",15,surprise,0.5384951233863831
damn... he cut my mouth...,15,disgust,0.8276881575584412
"that straw hat guy's\ninsanely strong, and yet...",15,neutral,0.8061150908470154
t-that's captain kuro for ya!,15,joy,0.6274559497833252
--get 'im!\n--hurray for captain kuro!,15,joy,0.8831127882003784
"--captain kuro!\n--you're awesome, captain kuro!",15,joy,0.9864272475242615
don't call me that name!,15,anger,0.9768062829971313
do you still not get it?!,15,surprise,0.8164343237876892
"this plan is so i can be completely\nrid of the name ""captain kuro""!",15,joy,0.5209616422653198
i'm tired...,15,sadness,0.7532097101211548
devising plans everyday for you\nmen who only care about mayhem...,15,neutral,0.8961974382400513
being relentlessly attacked by\ngovernment dogs and bounty hunters...,15,fear,0.37838026881217957
i was absolutely sick of it all!,15,sadness,0.7838283777236938
"the navy, huh?",15,surprise,0.5441895127296448
this is the third time this week...,15,neutral,0.7829108834266663
it can't be helped. we're doing\nstuff that makes people chase us.,15,neutral,0.6603415608406067
plus you've made quite\na name for yourself...,15,neutral,0.6988290548324585
yes... that name is\nwhat draws them to us.,15,joy,0.517008900642395
that's why i'm giving\nup being captain kuro.,15,neutral,0.7309638261795044
that's pretty funny. but it's no use.,15,neutral,0.8703253865242004
i think the navy'll keep\nfollowing you until you're dead.,15,sadness,0.4763926863670349
i am going to die.,15,sadness,0.6688339710235596
it would seem that\npiracy just isn't for me...,15,sadness,0.8525716066360474
b-but you're this ship's captain!,15,surprise,0.4673158824443817
you can be captain!,15,joy,0.7515689730644226
i'm sick of this tumultuous lifestyle.,15,sadness,0.9781690835952759
i'm... going to kill myself for all to see!,15,sadness,0.627489447593689
captain kuro!,15,joy,0.5281926393508911
--captain!\n--captain!,15,joy,0.5837084650993347
how many vessels?,15,surprise,0.5217190980911255
j-just one!,15,surprise,0.6220148801803589
"what should we do, captain?!\nshould we blast 'em back?!",15,fear,0.8097258806228638
lower a small boat.,15,neutral,0.7831135392189026
--huh?!\n--a boat!,15,surprise,0.9706101417541504
vice-captain jango!\ncaptain kuro just--,15,neutral,0.9272620677947998
"yeah, i know.",15,neutral,0.9342555999755859
"""yeah""?! it's way too reckless\nfor him to go there by himself!",15,anger,0.7819600105285645
don't tell me he's turning himself in?!,15,surprise,0.7730793356895447
--h-huh?!\n--the cannon fire stopped...,15,surprise,0.48884865641593933
--what's goin' on?!\n--this is creepy...,15,fear,0.8587883710861206
dock with their ship.,15,neutral,0.9888797998428345
b-but...,15,neutral,0.8673329949378967
"--just do as i say, damn it!\n--y-yes, sir!",15,anger,0.8372432589530945
"--hey, get ready to fight!\n--i see... so that's why...",15,neutral,0.8821642398834229
"hey, you.",15,neutral,0.9823004603385925
y-yes?! what is it?,15,surprise,0.939720630645752
it was nice knowing you\nfor this short time...,15,joy,0.8267886638641357
--t-the marines...\n--they've been wiped out!,15,sadness,0.362227201461792
"now, then...",15,neutral,0.9846398830413818
let's begin the plan...,15,neutral,0.980972170829773
"hey, now. pull yourself together.",15,neutral,0.9667953848838806
"i was kind enough to\nleave you alive, you know...",15,neutral,0.4628232717514038
s-shut up...,15,anger,0.5932842493057251
i-i'm not gonna beg for my life...,15,anger,0.7194470167160034
"f-finish me off, damn you...",15,anger,0.9681660532951355
that's a good look.,15,neutral,0.7471230626106262
"if you can howl that much with a\nshattered jaw, then that's perfect!",15,joy,0.8960168957710266
"i'm giving you, a nameless,\nlow-ranking soldier, a treat.",15,neutral,0.7135232090950012
accept it gratefully...,15,neutral,0.8682524561882019
"the head of kuro,\nman of a thousand plans!",15,neutral,0.4683339595794678
your name is captain kuro.\nyour name is captain kuro.,15,neutral,0.9823299050331116
this atrocity was your doing.,15,anger,0.7785245180130005
"one, two, jango!",15,neutral,0.5651490092277527
my name is captain kuro.\nthis atrocity was my doing.,15,sadness,0.6337203979492188
and you're the man\nwho caught captain kuro.,15,neutral,0.6668983101844788
return to base and execute this man.,15,neutral,0.9617456197738647
"one, two, jango!",15,neutral,0.5651490092277527
i'm the man who caught captain kuro!,15,anger,0.8812448978424072
"you're doing it again, vice-captain!",15,joy,0.4049921929836273
perfect...,15,neutral,0.958893895149231
"with that fake gone, captain kuro\nwill disappear from the world.",15,sadness,0.9313849806785583
"and when my plan today succeeds,\nmy goal will be fully achieved...",15,joy,0.7915608286857605
money and peace of mind will be mine.,15,neutral,0.9413476586341858
"do you understand, boy?",15,neutral,0.848202645778656
i cannot allow this plan\nof three years to fail!,15,anger,0.9711247086524963
my plan will not be disrupted!,15,anger,0.9918984174728394
seems you can do\nmore than just stretch!,15,joy,0.7880997061729431
"that's right! i've toughened\nmyself up, to be a pirate!",15,joy,0.9561910033226013
"you're ""tired""?!",15,surprise,0.9770864844322205
you're not fit to be a pirate if having\na name on the seas scares you!,15,fear,0.9068603515625
my ambition is much greater than yours!,15,anger,0.7299292087554932
"when i was little, i had\na vision of a treasure map",15,neutral,0.5508575439453125
and i always searched\nfor that miraculous place,15,joy,0.6174859404563904
before someone else could\nbeat me to it,15,anger,0.7448309063911438
if the world is going to change,15,fear,0.34924790263175964
before i can even attain my dream,15,neutral,0.312864750623703
then take me to the time\nwhen i knew nothing,15,neutral,0.7025604844093323
so that my memories won't fade,15,neutral,0.8490092754364014
do you think kaya-san and\nthe others managed to get away?,15,neutral,0.9517427086830139
those three are with her.\nshe should be fine.,15,neutral,0.7086037397384644
"yeah, huh? she won't get lost\nlike someone else i know.",15,neutral,0.8676677942276001
--are you talking about me?!\n--who else is there?!,15,surprise,0.5447027683258057
what're you talking about?!\nyou used to bounty-hunt while lost!,15,surprise,0.8677991032600403
don't put it like that!,15,anger,0.866936206817627
is that hypnotist still behind us?!,16,surprise,0.9402934312820435
"nope, i don't see him!\nlet's lose him for good!",16,anger,0.873087465763092
like he can really catch\nus inside this forest!,16,joy,0.9314045906066895
"don't worry, kaya-san!\nwe will keep you safe!",16,neutral,0.48230287432670593
yeah! in the name of the usopp pirates!,16,joy,0.8643423318862915
thank you...,16,neutral,0.5135219097137451
not there...,16,neutral,0.9182463884353638
"where are you, you runts?!",16,surprise,0.9800845384597778
don't think you can escape me!,16,anger,0.5848619937896729
"i can shave this whole\nforest bald, if you'd like!",16,joy,0.8229054808616638
whoa! he seems really mad!,16,surprise,0.97166508436203
he's not just a hypnotist?!,16,surprise,0.9380529522895813
where did you run off to?,16,neutral,0.8681365251541138
this way!,16,joy,0.42758116126060486
"where are you, you runts?!",16,surprise,0.9800845384597778
hey! east! east! i said east!,16,joy,0.6480527520179749
like i know where that is!\ntell me left or right!,16,neutral,0.6128526926040649
--then turn right!\n--that's the opposite way!,16,anger,0.5249959826469421
kaya-san!,16,joy,0.7496100068092346
i'm sorry... you run on ahead...,16,sadness,0.6803194284439087
what are you saying?!\nour mission is to protect you!,16,anger,0.5535262823104858
"oh, no! she's got a really bad fever!",16,surprise,0.9173207879066467
"eh?! hang in there, kaya-san!",16,joy,0.519567608833313
a doctor! get a doctor!,16,surprise,0.4213339388370514
you idiot! this is no time for that!\nsomeone's trying to kill her!,16,anger,0.9838619828224182
but it's dangerous for\nher to run any more!,16,anger,0.6811143755912781
but...,16,neutral,0.9218429923057556
"where are you, you runts?!",16,surprise,0.9800845384597778
thank you...\ni'm happy that you helped me...,16,joy,0.9868691563606262
just the thought is enough for me...,16,neutral,0.8676792979240417
"run away, all three of you.",16,neutral,0.9786998629570007
where did you run off to?,16,neutral,0.8681365251541138
it's no use running! come on out!,16,anger,0.9839878082275391
"if we leave kaya-san and run now,\nwe'll probably survive, right?",16,neutral,0.6158154010772705
"yeah, probably.",16,neutral,0.9628522992134094
plus our captain always said to run\nwith your tail between your legs,16,neutral,0.8727453947067261
if you think you're gonna lose...,16,neutral,0.6868577599525452
damn brats think they can mock me!,16,anger,0.9343358278274536
our captain is a liar!,16,anger,0.9220483899116516
even he went and fought!\nhe tried so hard to protect us!,16,anger,0.9172906279563904
i won't let kaya-san die!,16,anger,0.9844043850898743
"alright, then! prepare\nyourselves, usopp pirates!",16,neutral,0.5324813723564148
--alright!\n--let's fight him!,16,joy,0.7156804800033569
no! you're still just children!\nyou mustn't die for my sake!,16,anger,0.9542316198348999
we're not gonna die.\nwe're gonna fight to live!,16,joy,0.9339891672134399
as our captain always said.,16,neutral,0.9631387591362
--yeah!\n--yeah!,16,joy,0.8950904607772827
you brats...,16,neutral,0.7524670958518982
t-that guy...,16,neutral,0.6841098070144653
"he broke captain kuro's ""cat claw""!",16,anger,0.8844146728515625
that leaves only five more\nof those weird swords!,16,anger,0.39579805731773376
it's okay! he can still fight plenty!,16,joy,0.4586952030658722
yeah! he still has the other claw!,16,surprise,0.8292865753173828
"scratch him up and\nkill 'im, captain kuro!",16,anger,0.402433842420578
hey! that name is taboo now!,16,surprise,0.4259081780910492
i think his name in this\nvillage is klaha... something.,16,neutral,0.973527729511261
"kla-san, then!",16,neutral,0.4486178457736969
--kla-san! get 'im!\n--kla-san! get 'im!,16,joy,0.8906475901603699
"be quiet, you!",16,anger,0.9576404094696045
i'll come exterminate\nevery one of you later...,16,anger,0.7972075343132019
"jango too, of course!",16,joy,0.6401193737983704
w-why us?!,16,surprise,0.9788801074028015
"please stop joking around, captain kuro!",16,anger,0.9067922234535217
"it's still not too late for us\nto attack the village, right?!",16,anger,0.5136702656745911
"and if captain jango gets her to\nwrite her will, the plan should work!",16,joy,0.8160927295684814
you need not worry about this plan;,16,neutral,0.9713054895401001
your corpses will be enough for\nme to place the blame on you...,16,anger,0.687453031539917
i never intended to let you\nleave this village from the start...,16,sadness,0.7961363196372986
i can't have people who\nknow i exist stay alive...,16,sadness,0.756752610206604
you can't be serious!,16,anger,0.5866052508354187
then you planned to kill\nus from the very start?!,16,surprise,0.9177226424217224
that's right...,16,neutral,0.9821333289146423
"since three years ago, when i\nwas still known as captain kuro...",16,neutral,0.5792000889778137
it was all...,16,neutral,0.9429336190223694
...all part of my plan!,16,joy,0.667728841304779
"man, you guys're dumb.",16,disgust,0.8548645377159119
you're such an uncool pirate group!,16,disgust,0.6723148226737976
"""uncool""?",16,neutral,0.9399035573005676
pirate groups are nothing more\nthan a collection of social outcasts!,16,anger,0.9166911840438843
"without plans, what\ncan they possibly do?!",16,fear,0.6927538514137268
every last one should just\nshut up and follow my plans!,16,anger,0.9891023635864258
crew members are loyal\npawns of the captain!,16,joy,0.7381089329719543
whether my men live or die is all\nup to my orders as their leader!,16,anger,0.914702832698822
"no matter how powerful the obstacle,",16,neutral,0.9504022002220154
they simply need to stand up\nto it and die for my plan...,16,anger,0.7003049254417419
this is how pirates are!,16,joy,0.5500810742378235
"don't you talk down to me, traveler boy!",16,anger,0.9239705801010132
no matter how many hundreds,16,neutral,0.91749507188797
or thousands of men follow\nyou as their captain...,16,neutral,0.9705092310905457
...you'll never be better than usopp!,16,anger,0.4838683009147644
what?!,16,surprise,0.9884170889854431
you're saying i'm inferior to a kid\npretending to be a pirate captain?,16,surprise,0.6693565845489502
that's right!,16,joy,0.7856187224388123
you're hilarious!,16,joy,0.9847559332847595
don't get cocky just because\nyou snapped one of my claws!,16,anger,0.849968433380127
how exactly is he better\nthan me?! let's hear it!,16,joy,0.599631130695343
character.,16,neutral,0.986012876033783
what?!,16,surprise,0.9884170889854431
you don't know what a true pirate is!,16,surprise,0.8866795897483826
h-he...,16,neutral,0.9733521938323975
he kept up with the pussy\nfoot maneuver's speed!,16,neutral,0.3892761766910553
how insulting...,16,disgust,0.9001174569129944
"if you want to know about\nreal pirates that much,",16,neutral,0.9908627271652222
then i'll show you that terror...,16,fear,0.780190646648407
the terror of a pirate who's been\nface-to-face with death many times!,16,fear,0.9575304388999939
hey! that stance! is he--,16,surprise,0.8199772238731384
he's gonna use that technique?!,16,surprise,0.9192855954170227
--but he's only fighting one guy!\n--but that's definitely it!,16,joy,0.2682638466358185
he's planning to use the\nout of the back attack!,16,anger,0.6547151803970337
"isn't it bad for us to be\nhere?! he'll get us, too!",16,joy,0.9255169630050659
"he plans to kill us, too!\nhe even said so earlier!",16,anger,0.8145518898963928
"please stop, captain kuro!\nanything but that technique!",16,anger,0.5652366876602173
we'll do anything you want!,16,joy,0.6189174056053162
"please, captain kuro!",16,neutral,0.3430725932121277
what's the big deal?,16,surprise,0.9235149621963501
he's only wobbling back and forth...,16,neutral,0.9258409738540649
--don't do it!\n--captain kuro!,16,anger,0.8345764875411987
"please stop, captain kuro!",16,anger,0.6946272850036621
out of the back attack!,16,surprise,0.38318488001823425
what a small haul...,16,neutral,0.7573022246360779
i thought they'd have a\nlittle more treasure than that...,16,surprise,0.5444074869155884
"let's see, is the fight over by now?",16,neutral,0.9785471558570862
huh? everyone's stopped... is it over?,16,anger,0.27502164244651794
t-there it is!,16,joy,0.4075513482093811
why over there?!,16,surprise,0.9707847237586975
not again!,16,anger,0.9108411073684692
now it's the wall!,16,surprise,0.5534237623214722
"please stop, captain kuro!",16,anger,0.6946272850036621
it's no use! he attacks at random\nusing his pussy foot maneuver!,16,anger,0.9252121448516846
"because of his speed, not even\nhe knows what he's cutting!",16,disgust,0.39617231488227844
so many crew members\nhave fallen victim to--,16,sadness,0.9096073508262634
hey!,16,joy,0.674192488193512
w-what's happening?!\npeople are suddenly being cut!,16,surprise,0.9402511715888977
"show yourself, butler...",16,neutral,0.969619631767273
who do you take your friends for?!,16,surprise,0.5916652679443359
luffy...,16,neutral,0.9888615012168884
found you!,16,joy,0.6837667226791382
bastard! you should've let\nyourself be cut like a good boy!,16,anger,0.9334419965744019
"look! thanks to you, my adorable\nmen are left alive and in agony.",16,joy,0.9800835847854614
it would've been better for\nthem to die in that attack!,16,anger,0.7920435070991516
now what? you look like\nyou have something to say...,16,neutral,0.8179750442504883
yeah...,16,neutral,0.9847917556762695
i will never be...,16,sadness,0.9458240270614624
...a man like you.,16,joy,0.7136216163635254
"not ""will.""",16,neutral,0.83961421251297
someone like you can't be like me!,16,anger,0.8225763440132141
"especially since\nyou're going to die here,",16,sadness,0.693237841129303
while you writhe in agony as\ni hack you up like raw fish...,16,neutral,0.44168779253959656
i'm going to painstakingly\ncarve you up as a special treat!,16,joy,0.9713166356086731
"oh, no, you don't!",16,surprise,0.6917287707328796
out of the back attack!,16,surprise,0.38318488001823425
"come out, you brats!",16,anger,0.5614637136459351
i know you're hiding there!\ngive yourself up!,16,anger,0.5269211530685425
we surrender!\nwe'll give you kaya-san!,16,joy,0.5904855132102966
come over here!\nwe'll take you to her!,16,joy,0.9407594203948975
like i'll really fall for that!\ni can't trust what a bunch of brats say!,16,anger,0.8531054258346558
huh?!,16,surprise,0.9860141277313232
we got him! now!,16,joy,0.7122800946235657
take this! pepper attack!,16,anger,0.8411506414413452
i knew it! they were...\nthey were lying from the very start!,16,anger,0.8450712561607361
--push...\n--push...,16,neutral,0.9441406726837158
--hyaaah!\n--hyaaah!,16,joy,0.9616680145263672
oww! oww! oww!,16,surprise,0.6365675330162048
"end of the line, hypnotist!",16,joy,0.6650460958480835
don't get cocky!,16,anger,0.43867772817611694
darn it! we failed!,16,anger,0.9438492059707642
you made a mockery of me.\nbut i am a pirate...,16,anger,0.9218626618385315
--onion!\n--onion!,16,anger,0.47362253069877625
you pretend pirates have\ninterfered a bit too much...,16,neutral,0.6076624393463135
"where are you hiding, miss?!",16,surprise,0.6597411036491394
i'll start by executing these three.,16,neutral,0.9809980988502502
you can reflect on your foolishness\nto meddle in a real pirate fight,16,neutral,0.5195505023002625
in the next life.,16,neutral,0.8523550033569336
there you are.,16,neutral,0.9661029577255249
"--no!\n--run, kaya-san!",16,joy,0.3494507074356079
run!,16,surprise,0.3704126179218292
--hey!\n--yeah! that's them!,16,joy,0.9077451229095459
they're the other way?!,16,surprise,0.8315169215202332
please stop this!,16,anger,0.9737794995307922
leave them alone! i'll write my will!,16,anger,0.9874169826507568
n-no!,16,anger,0.27635353803634644
"you'll be killed if you write it, kaya-san!",16,anger,0.8415109515190125
i'm sorry...,16,sadness,0.9386897087097168
fool. don't try to make a deal with me.,16,anger,0.9169663190841675
